price,drug,ticker,date_text,end_date,stage
28.00,Plinabulin,BYSI,2018;,12/31/2018,Phase 3
8.10,CB-839 with paclitaxel,CALA,4Q 2018;,12/31/2018,Phase 2
1.56,Namodenoson (CF102),CANF,2H 2018;,12/31/2018,Phase 2
10.02,Tucatinib - MOUNTAINEER,CASC,2018;,12/31/2018,Phase 2
92.56,JCARH125,CELG,2018;,12/31/2018,Phase 1
92.56,OTEZLA - SPSO-001,CELG,2018;,12/31/2018,Phase 3
92.56,REVLIMID - ROBUST,CELG,2018;,12/31/2018,Phase 3
92.56,Oral Azacitidine - CC-486-AML-001,CELG,2H 2018;,12/31/2018,Phase 3
92.56,ABRAXANE - PANC-003 apact,CELG,2018;,12/31/2018,Phase 3
92.56,ABRAXANE - IMpower 130 ( I/O Combo),CELG,2018;,12/31/2018,Phase 3
92.56,ABRAXANE - IMpower 131 ( I/O Combo),CELG,2018;,12/31/2018,Phase 3
92.56,ABRAXANE - IMPassion ( I/O Combo),CELG,2018;,12/31/2018,Phase 3
2.09,CF-301,CFRX,4Q 2018;,12/31/2018,Phase 2
13.00,Suprachoroidal CLS-TA - SAPPHIRE,CLSD,4Q 2018;,12/31/2018,Phase 3
5.69,IV Brincidofovir,CMRX,2H 2018;,12/31/2018,Phase 2
10.00,CX-2009 - PROCLAIM,CMTX,2H 2018;,12/31/2018,Phase 2
7.27,Emricasan,CNAT,2H 2018;,12/31/2018,Phase 2
23.67,CTP-543,CNCE,4Q 2018;,12/31/2018,Phase 2a
34.10,CX 2009,CTMX,2H 2018;,12/31/2018,Phase 1/2
8.30,CK-2127107 - FORTITUDE-ALS,CYTK,2H 2018;,12/31/2018,Phase 2
8.30,CK-2127107,CYTK,2H 2018;,12/31/2018,Phase 2
24.54,DCC-3014,DCPH,2H 2018;,12/31/2018,Phase 1
14.12,DCR-PHXC,DRNA,2H 2018;,12/31/2018,Phase 1
1.85,DUR-928,DRRX,2018;,12/31/2018,Phase 2
57.66,Fulvestrant,EGRX,4Q 2018;,12/31/2018,Phase 3
9.75,Ubenimex - ULTRA,EIGR,2H 2018;,12/31/2018,Phase 2
18.10,Tazemetostat,EPZM,2018;,12/31/2018,Phase 2
55.45,Roxadustat - ANDES,FGEN,4Q 2018;,12/31/2018,Phase 3
5.07,FLX-787,FLKS,2018;,12/31/2018,Phase 2
26.73,Zilretta - SHIP,FLXN,2H 2018;,12/31/2018,Phase 2
7.71,Gemcabene - AZURE-1,GEMP,2H 2018;,12/31/2018,Phase 2
80.72,Tirabrutinib (GS-4059),GILD,4Q 2018;,12/31/2018,Phase 2
80.72,Axicabtagene ciloleucel - KTE-C19 (ZUMA-2),GILD,2H 2018;,12/31/2018,Phase 2
103.18,Filgotinib - FINCH 2,GLPG,2018;,12/31/2018,Phase 3
17.83,GMI-1070 (rivipansel),GLYC,2H 2018;,12/31/2018,Phase 3
37.36,Dolutegravir + rilpivirine,GSK,2H 2018;,12/31/2018,Phase 3
34.23,Trilaciclib,GTHX,4Q 2018;,12/31/2018,Phase 2
34.23,Trilaciclib,GTHX,4Q 2018;,12/31/2018,Phase 2
34.23,Trilaciclib plus Tecentriq,GTHX,4Q 2018;,12/31/2018,Phase 2
21.50,Enobosarm,GTXI,2H 2018;,12/31/2018,Phase 2
117.04,Epidiolex,GWPH,2H 2018;,12/31/2018,Phase 3
117.04,Epidiolex,GWPH,2H 2018;,12/31/2018,Phase 3
20.62,PEGPH20 in combination with KEYTRUDA,HALO,2H 2018;,12/31/2018,Phase 1b
11.24,Kadcyla (KATHERINE).,IMGN,2018;,12/31/2018,Phase 3
11.35,IMM-124E,IMRN,4Q 2018;,12/31/2018,Phase 2
11.35,IMM-529,IMRN,4Q 2018;,12/31/2018,Phase 1/2
94.23,INCB54828 (FIGHT-202),INCY,2018;,12/31/2018,Phase 2
7.48,Cannabidiol,INSY,YE 2018;,12/31/2018,Phase 2
23.39,ITI-007 - Monotherapy (Study 401),ITCI,2H 2018;,12/31/2018,Phase 3
23.39,ITI-007-201,ITCI,2H 2018;,12/31/2018,Phase 3
133.80,STELARA (USTEKINUMAB),JNJ,2018;,12/31/2018,Phase 3
16.86,Selinexor - SADAL,KPTI,2H 2018;,12/31/2018,Phase 2b
79.61,Ramucirumab,LLY,2018;,12/31/2018,Phase 3
79.61,Ramucirumab,LLY,2018;,12/31/2018,Phase 3
79.61,Empagliflozin,LLY,2018;,12/31/2018,Phase 3
79.61,Ixekizumab,LLY,2018;,12/31/2018,Phase 3
79.61,Tradjenta (linagliptin) - CARMELINA CV outcomes,LLY,2018;,12/31/2018,–
79.61,Ultra rapid insulin,LLY,2018;,12/31/2018,Phase 3
79.61,Tanezumab,LLY,2018;,12/31/2018,Phase 3
79.61,Ramucirumab,LLY,2018;,12/31/2018,Phase 3
79.61,Flortaucipir F 18 (Tau imaging agent),LLY,2018;,12/31/2018,Phase 3
7.22,DKN-01 and Paclitaxel,LPTX,2018;,12/31/2018,Phase 2
7.22,TRX518 in combination with gemcitabine chemotherapy or KEYTRUDA or Opdivo,LPTX,2018;,12/31/2018,Phase 1
7.22,DKN-01 + KEYTRUDA,LPTX,2018;,12/31/2018,Phase 1/2
11.58,MM-121 (SHERBOC),MACK,2H 2018;,12/31/2018,Phase 2
11.58,MM-121,MACK,2H 2018;,12/31/2018,Phase 2
2.14,Annamycin,MBRX,2018;,12/31/2018,Phase 1/2
30.58,Flotetuzumab,MGNX,2018;,12/31/2018,Phase 1
33.00,Serlopitant,MNLO,Late 2018 or early 2019;,12/31/2018,Phase 2
33.00,Serlopitant,MNLO,Late 2018 or early 2019;,12/31/2018,Phase 2
4.27,Ganaxolone - oral,MRNS,4Q 2018;,12/31/2018,Phase 2
4.27,Ganaxolone,MRNS,4Q 2018;,12/31/2018,Phase 2
53.05,MYK-491,MYOK,2H 2018;,12/31/2018,Phase 1b
92.43,INGREZZA - T-Force GOLD,NBIX,Late-2018;,12/31/2018,Phase 2b
19.49,NUC-3373,NCNA,2018;,12/31/2018,Phase 1
19.49,NUC-1031 (Acelarin),NCNA,2018;,12/31/2018,Phase 2
13.15,NSR-RPGR,NITE,2018;,12/31/2018,Phase 1/2
108.34,NKTR-214 + TECENTRIQ + KEYTRUDA (PROPEL),NKTR,2H 2018;,12/31/2018,Phase 1/2
2.06,RSV vaccine - prepare trial,NVAX,4Q 2018 or 1Q 2019;,12/31/2018,Phase 3
50.87,Semaglutide - oral - PIONEER,NVO,2018;,12/31/2018,Phase 3
82.76,BYL719,NVS,2H 2018;,12/31/2018,Phase 3
82.76,LIK066,NVS,2H 2018;,12/31/2018,Phase 2
82.76,Entresto - PARAGON,NVS,2H 2018;,12/31/2018,Phase 3
14.00,OBE022 - PROLONG,OBSV,YE 2018;,12/31/2018,Phase 2a
14.00,Nolasiban (OBE001) - IMPLANT2,OBSV,4Q 2018;,12/31/2018,Phase 3
5.90,OTX-TP,OCUL,4Q 2018;,12/31/2018,Phase 3
2.01,ImmunoPulse IL-12 - PISCES,ONCS,2018;,12/31/2018,Phase 2b
1.07,Oral Rigosertib and azacitidine,ONTX,2018;,12/31/2018,Phase 2
2.99,Zimura,OPHT,YE 2018;,12/31/2018,Phase 2a
8.49,OV101 (STARS),OVID,2H 2018;,12/31/2018,Phase 2
80.75,Neratinib SUMMIT,PBYI,2H 2018;,12/31/2018,Phase 2
80.75,Neratinib monotherapy with high dose loperamide prophylaxis - CONTROL,PBYI,4Q 2018;,12/31/2018,Phase 2
7.27,PRS-343,PIRS,2H 2018;,12/31/2018,Phase 1/2
7.27,PRS-060,PIRS,4Q 2018;,12/31/2018,Phase 1
7.27,PRS-080,PIRS,2H 2018;,12/31/2018,Phase 2a
3.40,QR-313,PRQR,2018;,12/31/2018,Phase 1/2
3.40,QR-010,PRQR,2018;,12/31/2018,Phase 1/2
1.47,PUR1800,PULM,4Q 2018;,12/31/2018,Phase 2a
25.51,AMT-061,QURE,YE 2018;,12/31/2018,Phase 3
53.80,KRN23 Burosumab,RARE,2H 2018;,12/31/2018,Phase 3
53.80,DTX301,RARE,2H 2018;,12/31/2018,Phase 1/2
53.80,UX007 (triheptanoin),RARE,2H 2018;,12/31/2018,Phase 3
6.12,RHB-105 - ERADICATE Hp 2,RDHL,2H 2018;,12/31/2018,Phase 3
341.70,Cemiplimab,REGN,2H 2018;,12/31/2018,Phase 2
341.70,Dupixent (dupilumab),REGN,4Q 2018;,12/31/2018,Phase 3
22.15,Bardoxolone - PHOENIX,RETA,2H 2018;,12/31/2018,Phase 2
22.15,Bardoxolone methyl - CATALYST,RETA,2H 2018;,12/31/2018,Phase 3
36.00,RGX-314,RGNX,Late 2018;,12/31/2018,Phase 1
36.00,RGX-501,RGNX,Late 2018;,12/31/2018,Phase 1/2
32.75,"RT002 - SAKURA 1, 2 and 3",RVNC,2H 2018;,12/31/2018,Phase 3
177.75,SAGE-217,SAGE,4Q 2018;,12/31/2018,Phase 2
7.75,COR-003 (levoketoconazole) - LOGICS,SBBP,4Q 2018;,12/31/2018,Phase 3
15.79,Inarigivir and Vemlidy,SBPH,2H 2018;,12/31/2018,Phase 2
1.43,SCY-078 - oral - CARES,SCYX,4Q 2018;,12/31/2018,Phase 3
1.43,SCY-078 - oral (FURI),SCYX,4Q 2018;,12/31/2018,Phase 3
57.19,ADCETRIS in combination with chemotherapy - ECHELON-2,SGEN,2018;,12/31/2018,Phase 3
26.35,SB-FIX,SGMO,2018;,12/31/2018,Phase 1/2
9.83,Entinostat plus Tecentriq - ENCORE 602,SNDX,2H 2018;,12/31/2018,Phase 2
2.04,SGX301 (synthetic hypericin),SNGX,2H 2018;,12/31/2018,Phase 3
19.90,SNA-001,SNNA,2H 2018;,12/31/2018,Phase 3
19.90,SNA-001,SNNA,2H 2018;,12/31/2018,Phase 3
40.39,Isatuximab,SNY,4Q 2018;,12/31/2018,Phase 3
18.67,SPI-2012 (ROLONTIS),SPPI,2H 2018;,12/31/2018,Phase 3
74.36,Microdystrophin gene therapy rAAVrh74.MCK.GALGT2,SRPT,2H 2018;,12/31/2018,Phase 1/2
74.36,GALGT2 gene therapy,SRPT,2H 2018;,12/31/2018,Phase 1/2
2.47,SRA737,SRRA,4Q 2018;,12/31/2018,Phase 1/2
11.26,SYNB1618,SYBX,2H 2018;,12/31/2018,Phase 1
11.26,SYNB1020,SYBX,YE 2018;,12/31/2018,Phase 1/2
28.61,Closed Triple - CAPTAIN,TBPH,2018;,12/31/2018,Phase 3
2.80,TRC105 + Opdivo,TCON,2H 2018;,12/31/2018,Phase 1/2
2.80,TRC105,TCON,2018;,12/31/2018,Phase 2
2.80,TRC102,TCON,2018;,12/31/2018,Phase 2
2.80,TRC105 (TAPPAS),TCON,2H 2018;,12/31/2018,Phase 3
15.90,RTB101 and Everolimus,TORC,2H 2018;,12/31/2018,Phase 2b
68.12,Niraparib - AVANOVA,TSRO,2H 2018;,12/31/2018,Phase 1/2
2.68,SM-88,TYME,2H 2018;,12/31/2018,Phase 2
115.34,Esuberaprost - BEAT,UTHR,2018;,12/31/2018,Phase 3
115.34,Orenitram,UTHR,2H 2018;,12/31/2018,Phase 3
5.80,VK2809,VKTX,2H 2018;,12/31/2018,Phase 2
19.90,Tradipitant,VNDA,YE 2018;,12/31/2018,Phase 2
19.90,HETLIOZ (tasimelteon),VNDA,YE 2018;,12/31/2018,Phase 3
1.30,AV-101,VTGN,2H 2018;,12/31/2018,Phase 2
4.72,XBIO-101,XBIT,YE 2018;,12/31/2018,Phase 2
43.99,ACE-083,XLRN,2H 2018;,12/31/2018,Phase 2
32.72,XmAb5871,XNCR,4Q 2018;,12/31/2018,Phase 2
16.01,Dasiglucagon,ZEAL,2H 2018;,12/31/2018,Phase 3
116.87,ANB020,ANAB,,02/17/2019,Phase 2a
0.96,CaPre,ACST,Early 2019;,02/28/2019,Phase 3
176.26,VX-150,VRTX,Early 2019;,02/28/2019,Phase 2
33.63,AR101 ARTEMIS,AIMT,Early 2019;,03/31/2019,Phase 3
67.84,TransCon,ASND,1Q 2019;,03/31/2019,Phase 3
5.55,CLBS03,CLBS,Early 2019;,03/31/2019,Phase 2
2.64,ThermoDox - OPTIMA,CLSN,1Q 2019;,03/31/2019,Phase 3
3.22,Mino-Lok,CTXR,Early 2019;,03/31/2019,Phase 3
6.89,Amphora - AMPOWER,EVFM,1Q 2019;,03/31/2019,Phase 3
5.07,FLX-787 - COMMEND US trial,FLKS,Early 2019;,03/31/2019,Phase 2
5.07,FLX-787 COMMIT,FLKS,Early 2019;,03/31/2019,Phase 2
17.83,GMI-1271,GLYC,Early 2019;,03/31/2019,–
37.36,Danirixin,GSK,1Q 2019;,03/31/2019,Phase 2b
20.62,PEGPH20 - HALO-301,HALO,1Q 2019;,03/31/2019,Phase 3
11.35,IMM-529,IMRN,1Q 2019;,03/31/2019,Phase 1/2
7.19,ORMD-0801,ORMP,Early 2019;,03/31/2019,Phase 2b
2.30,Vonapanitase (PRT-201) PATENCY-2,PRTO,March 2019;,03/31/2019,Phase 3
1.66,RX-3117 in combination with Abraxane,RNN,1Q 2019;,03/31/2019,Phase 2a
25.85,CNSA-001,RTRX,Early 2019;,03/31/2019,Phase 2
44.85,SPN-812,SUPN,1Q 2019;,03/31/2019,Phase 3
44.85,SPN-810,SUPN,1Q 2019;,03/31/2019,Phase 3
44.15,ATA188,ATRA,1H 2019;,06/30/2019,Phase 1
44.15,ATA 129 - ALLELE,ATRA,1H 2019;,06/30/2019,Phase 3
67.92,CM-714 Opdivo + Yervoy,BMY,1H 2019;,06/30/2019,Phase 3
67.92,CM-568 - Opdivo + Yervoy,BMY,2H 2018 – 1H 2019;,06/30/2019,Phase 2
1.56,Namodenoson (CF102),CANF,1H 2019;,06/30/2019,Phase 2
5.69,Oral Brincidofovir,CMRX,1H 2019;,06/30/2019,–
7.27,Emricasan,CNAT,1H 2019;,06/30/2019,Phase 2
9.43,Lebrikizumab,DERM,1H 2019;,06/30/2019,Phase 2b
4.95,CEVA101,FBIO,1H 2019;,06/30/2019,Phase 2
57.15,GBT440 - HOPE,GBT,1H 2019;,06/30/2019,Phase 3
80.72,GS-9877,GILD,1H 2019;,06/30/2019,Phase 2
80.72,F/TAF (Descovy),GILD,2Q 2019;,06/30/2019,Phase 3
1.24,GEN-009,GNCA,1H 2019;,06/30/2019,Phase 1/2
37.36,Tapinarof (GSK2894512),GSK,1H 2019;,06/30/2019,Phase 3
37.36,Inhaled PI3Kδ inhibitor (Nemiralisib),GSK,1H 2019;,06/30/2019,Phase 2b
64.07,Ocaliva (Obeticholic acid (OCA)) - REGENERATE,ICPT,1H 2019;,06/30/2019,Phase 3
5.75,MIN-101,NERV,1H 2019;,06/30/2019,Phase 3
1.07,IV Rigosertib - INSPIRE,ONTX,1H 2019;,06/30/2019,Phase 3
7.45,RA101495,RARX,1H 2019;,06/30/2019,Phase 2
27.28,Setmelanotide,RYTM,1H 2019;,06/30/2019,Phase 3
28.19,SGT-001,SLDB,1H 2019;,06/30/2019,Phase 1/2
9.83,Entinostat plus Tecentriq - ENCORE 603,SNDX,1H 2019;,06/30/2019,Phase 1/2
2.04,SGX942 (dusquetide),SNGX,1H 2019;,06/30/2019,Phase 3
19.90,SNA-120,SNNA,1H 2019;,06/30/2019,Phase 2b
10.98,Molgradex - IMPALA,SVRA,2Q 2019;,06/30/2019,Phase 3
16.55,TG-1101 and TGR-1202 - UNITY-NHL study,TGTX,1H 2019;,06/30/2019,Phase 2/3
1.30,AV-101,VTGN,1H 2019;,06/30/2019,Phase 2
34.36,Inclisiran - ORION-10,MDCO,3Q 2019;,09/30/2019,Phase 3
34.36,Inclisiran - ORION 11,MDCO,3Q 2019;,09/30/2019,–
34.36,Inclisiran - ORION-9,MDCO,3Q 2019;,09/30/2019,Phase 3
22.15,Bardoxolone methyl - CARDINAL,RETA,3Q 2019;,09/30/2019,Phase 3
119.29,Venetoclax,ABBV,2019;,12/31/2019,Phase 3
4.23,ACH-4471,ACHN,2019;,12/31/2019,Phase 2
2.20,Axalimogene filolisbac + durvalumab,ADXS,2019;,12/31/2019,Phase 1/2
2.30,AFM13,AFMD,2019;,12/31/2019,Phase 2
157.28,RAPASTINEL,AGN,2019;,12/31/2019,Phase 3
14.08,Vadadustat - INNO2VATE,AKBA,2019;,12/31/2019,Phase 3
14.08,Vadadustat - PRO2TECT,AKBA,2019;,12/31/2019,Phase 3
19.44,AKCEA-ANGPTL3-LRx,AKCA,2019;,12/31/2019,Phase 2
19.44,AKCEA-APOCIII-LRx,AKCA,2019;,12/31/2019,Phase 2b
7.09,ALLN-177 (URIROX-1),ALNA,2H 2019;,12/31/2019,Phase 3
191.10,KYPROLIS (ARROW),AMGN,2019;,12/31/2019,Phase 3
0.43,Iomab-B,ATNM,2H 2019;,12/31/2019,Phase 3
33.79,Imfinzi + tremelimumab  (POSEIDON),AZN,2019;,12/31/2019,Phase 3
33.79,Imfinzi + tremelimumab (CASPIAN),AZN,2019;,12/31/2019,Phase 3
33.79,Imfinzi + tremelimumab  (DANUBE),AZN,2019;,12/31/2019,Phase 3
33.79,Lynparza - SOLO 3,AZN,2019;,12/31/2019,Phase 3
33.79,Farxiga (Dapa-HF),AZN,2019;,12/31/2019,Phase 3
33.79,Lanabecestat (AZD3293) - AMARANTH,AZN,2019;,12/31/2019,Phase 3
33.79,Durvalumab +/- tremelimumab (DANUBE),AZN,2019;,12/31/2019,Phase 3
33.79,Brilinta (THEMIS),AZN,2019;,12/31/2019,Phase 3
3.41,NurOwn,BCLI,Late 2019;,12/31/2019,Phase 3
83.81,Vosoritide,BMRN,2H 2019;,12/31/2019,Phase 3
67.92,CM-649 – Opdivo+ Yervoy or Chemo,BMY,2019;,12/31/2019,Phase 3
67.92,CM-9LA Opdivo + Yervoy + Chemo,BMY,2H 2019;,12/31/2019,Phase 3
67.92,CM-651 – Opdivo + Yervoy,BMY,2019;,12/31/2019,Phase 3
92.56,REVLIMID - MAGNIFY NHL-010,CELG,2019;,12/31/2019,Phase 3
1.60,Mycapssa - OPTIMAL,CHMA,2019;,12/31/2019,Phase 3
7.27,Emricasan,CNAT,2H 2019;,12/31/2019,Phase 2b
24.54,DCC-2618 - INVICTUS,DCPH,2019;,12/31/2019,Phase 3
8.20,Lu-PSMA-617,ECYT,2H 2019;,12/31/2019,Phase 3
80.72,GS-9876,GILD,2H 2019;,12/31/2019,Phase 2
37.36,Mepolizumab - SYNAPSE,GSK,2019;,12/31/2019,Phase 3
11.24,Kadcyla (KAITLIN),IMGN,2019;,12/31/2019,Phase 3
1.83,Eftilagimod Alpha  - Active Immunotherapy PAClitaxel (AIPAC),IMMP,2019;,12/31/2019,Phase 2b
11.35,IMM-124E,IMRN,2019;,12/31/2019,Phase 2
94.23,Ruxolitinib - REACH 3,INCY,2019;,12/31/2019,Phase 3
94.23,Ruxolitinib - REACH 2,INCY,2019;,12/31/2019,Phase 3
23.39,ITI-007 - Monotherapy (Study 404),ITCI,2019;,12/31/2019,Phase 3
133.80,INVOKANA - CREDENCE,JNJ,2019;,12/31/2019,Phase 3
133.80,DARZALEX (Daratumumab),JNJ,2019;,12/31/2019,Phase 3
10.36,KVD001,KALV,2H 2019;,12/31/2019,Phase 2
5.20,Alpha-1 antitrypsin (AAT),KMDA,2H 2019;,12/31/2019,Phase 1/2
5.20,Alpha-1 antitrypsin (AAT),KMDA,2H 2019;,12/31/2019,Phase 2
16.86,Selinexor - SEAL,KPTI,2019;,12/31/2019,Phase 2/3
16.86,Selinexor - BOSTON,KPTI,2019;,12/31/2019,Phase 3
8.57,Sotagliflozin,LXRX,2019;,12/31/2019,Phase 3
82.76,QVM149,NVS,2019;,12/31/2019,Phase 3
82.76,QAW039 (fevipiprant),NVS,2019;,12/31/2019,Phase 3
82.76,OMB157 (ofatumumab),NVS,2019;,12/31/2019,Phase 3
82.76,Entresto - PARADISE,NVS,2019;,12/31/2019,Phase 3
14.00,OBE2109 - PRIMROSE 2,OBSV,2H 2019;,12/31/2019,Phase 3
14.00,OBE2109 - PRIMROSE,OBSV,2H 2019;,12/31/2019,Phase 3
2.99,Zimura,OPHT,2H 2019;,12/31/2019,Phase 2a
1.02,OvaPrime,OVAS,2019;,12/31/2019,Phase 1/2
3.40,QR-421a,PRQR,2019;,12/31/2019,Phase 1/2
35.06,NEOD001 VITAL,PRTA,2H 2019;,12/31/2019,Phase 3
341.70,Cemiplimab,REGN,2019;,12/31/2019,Phase 2
22.15,Omaveloxolone - MOXIe,RETA,2H 2019;,12/31/2019,Phase 2
11.12,TWIN,SLGL,2019;,12/31/2019,Phase 2
11.12,VERED,SLGL,2019;,12/31/2019,Phase 2
5.20,NeuVax in combination with Herceptin,SLS,4Q 2019;,12/31/2019,Phase 2
40.39,NeoGAA - COMET,SNY,2019;,12/31/2019,Phase 3
40.39,Olipudase alfa,SNY,2019;,12/31/2019,Phase 2/3
4.06,Sci-B-Vac - PROTECT,VBIV,2H 2019;,12/31/2019,Phase 3
9.14,ZYN002,ZYNE,2019;,12/31/2019,Phase 2/3
14.08,Vadadustat - TRILO2GY,AKBA,Early 2020;,02/29/2020,Phase 3
2.20,Axalimogene filolisbac - AIM2CERV Trial,ADXS,2020/21;,06/30/2020,Phase 3
37.36,GSK 165,GSK,1H 2020;,06/30/2020,Phase 2b
16.45,Terlipressin,MNK,1H 2020;,06/30/2020,Phase 3
16.45,H.P. Acthar Gel,MNK,1H 2020;,06/30/2020,Phase 2
16.45,UVADEX (methoxsalen) and Therakos,MNK,1H 2020;,06/30/2020,Phase 3
33.00,Serlopitant,MNLO,1H 2020;,06/30/2020,Phase 3
157.28,RELAMORELIN,AGN,2020;,12/31/2020,Phase 3
33.79,Farxiga (Dapa-CKD),AZN,2020;,12/31/2020,Phase 3
33.79,Durvalumab (ADJUVANT),AZN,2020;,12/31/2020,Phase 3
286.10,Aducanumab (Aβ mAb) - EMERGE,BIIB,2020;,12/31/2020,Phase 3
286.10,Aducanumab (Aβ mAb) - ENGAGE,BIIB,2020;,12/31/2020,Phase 3
2.05,Edasalonexent (CAT-1004),CATB,2020;,12/31/2020,Phase 3
92.56,REVLIMID - MAGNIFY NHL-008,CELG,2020;,12/31/2020,Phase 3
1.60,Mycapssa - MPOWERED,CHMA,2020;,12/31/2020,Phase 3
7.10,Anabasum (Resunab),CRBP,2020;,12/31/2020,Phase 3
17.83,GMI-1271,GLYC,2020;,12/31/2020,Phase 1/2
37.36,Daprodustat - ASCEND-D,GSK,2H 2020;,12/31/2020,Phase 3
5.96,GDC-0084,KZIA,2020;,12/31/2020,Phase 2
22.40,Tumor Treating Fields (TTFields) METIS,NVCR,2020;,12/31/2020,Phase 3
28.71,Tesetaxel - CONTESSA,ODT,2020;,12/31/2020,Phase 3
2.99,Zimura,OPHT,2020;,12/31/2020,Phase 2b
40.39,Efpeglenatide,SNY,2020;,12/31/2020,Phase 3
22.40,Tumor Treating Fields (TTFields) LUNAR,NVCR,2021;,12/31/2021,Phase 3
341.70,Cemiplimab,REGN,2021;,12/31/2021,Phase 3
341.70,Dupixent (dupilumab),REGN,2021;,12/31/2021,Phase 3
11.12,SIRS-T,SLGL,2021;,12/31/2021,Phase 2
22.40,Tumor Treating Fields (TTFields) -  PANOVA 3,NVCR,2022;,12/31/2022,Phase 3
82.76,Cosentyx (secukinumab) - SURPASS,NVS,2022;,12/31/2022,Phase 3
82.76,CNP 520,NVS,2024;,12/31/2024,Phase 2/3
